group	x	y	showSelected1
1	4530	24	1408
1	4530	24	119
1	4530	24	1375
2	4580	24	119
2	4580	24	17
2	4580	24	1872
2	4580	24	1600
2	4580	24	556
2	4580	24	777
3	4580	74	119
3	4580	74	17
3	4580	74	556
3	4580	74	79
3	4580	74	512
3	4580	74	1540
6	4630	74	79
6	4630	74	2266
6	4630	74	1947
6	4630	74	17
6	4630	74	960
6	4630	74	97
6	4630	74	113
6	4630	74	206
6	4630	74	1540
6	4630	74	292
6	4630	74	512
6	4630	74	2365
6	4630	74	1136
6	4630	74	341
6	4630	74	556
6	4630	74	1017
6	4630	74	1804
6	4630	74	1782
6	4630	74	2274
6	4630	74	2311
6	4630	74	1052
6	4630	74	576
6	4630	74	2305
6	4630	74	2446
6	4630	74	1253
6	4630	74	1568
6	4630	74	220
6	4630	74	440
6	4630	74	396
6	4630	74	1609
5	4630	124	79
5	4630	124	113
5	4630	124	787
5	4630	124	285
5	4630	124	121
5	4630	124	97
5	4630	124	1871
5	4630	124	341
8	4680	124	285
8	4680	124	67
8	4680	124	1202
8	4680	124	121
8	4680	124	1669
8	4680	124	113
8	4680	124	540
8	4680	124	1200
8	4680	124	2058
8	4680	124	1031
8	4680	124	1651
8	4680	124	2412
8	4680	124	846
9	4680	174	67
9	4680	174	285
9	4680	174	1200
13	4730	174	67
13	4730	174	363
13	4730	174	2342
13	4730	174	1296
13	4730	174	1200
13	4730	174	1869
13	4730	174	1029
13	4730	174	199
13	4730	174	1144
14	4730	224	67
14	4730	224	572
19	4780	224	67
19	4780	224	504
19	4780	224	2203
19	4780	224	1359
19	4780	224	572
19	4780	224	912
19	4780	224	115
19	4780	224	1079
19	4780	224	944
19	4780	224	193
19	4780	224	218
19	4780	224	1720
19	4780	224	1078
19	4780	224	1869
19	4780	224	388
19	4780	224	2363
19	4780	224	607
19	4780	224	139
20	4780	274	67
20	4780	274	2203
20	4780	274	31
20	4780	274	1189
20	4780	274	218
20	4780	274	912
20	4780	274	1078
26	4830	274	1189
26	4830	274	31
26	4830	274	601
26	4830	274	502
26	4830	274	1538
26	4830	274	2454
26	4830	274	218
26	4830	274	1096
26	4830	274	2187
26	4830	274	1078
26	4830	274	474
26	4830	274	835
26	4830	274	908
26	4830	274	1178
26	4830	274	682
27	4830	324	601
27	4830	324	502
27	4830	324	31
27	4830	324	120
27	4830	324	1036
27	4830	324	409
27	4830	324	1096
34	4880	324	462
34	4880	324	1336
34	4880	324	419
34	4880	324	54
34	4880	324	31
34	4880	324	2306
34	4880	324	1241
34	4880	324	2178
34	4880	324	407
34	4880	324	273
34	4880	324	120
34	4880	324	1677
34	4880	324	68
34	4880	324	2218
34	4880	324	1384
34	4880	324	474
34	4880	324	2181
34	4880	324	281
34	4880	324	833
34	4880	324	1436
34	4880	324	628
34	4880	324	2018
34	4880	324	1335
34	4880	324	2042
34	4880	324	1025
34	4880	324	1382
34	4880	324	112
34	4880	324	1770
35	4880	374	54
35	4880	374	382
35	4880	374	1149
35	4880	374	1241
35	4880	374	261
35	4880	374	2092
35	4880	374	462
35	4880	374	2171
35	4880	374	68
35	4880	374	538
43	4930	374	382
43	4930	374	1
43	4930	374	261
43	4930	374	1548
43	4930	374	585
43	4930	374	272
43	4930	374	2092
43	4930	374	1149
43	4930	374	488
43	4930	374	462
43	4930	374	2127
43	4930	374	567
43	4930	374	2248
43	4930	374	1789
43	4930	374	1708
43	4930	374	1218
43	4930	374	1937
43	4930	374	2174
43	4930	374	1310
43	4930	374	404
43	4930	374	23
43	4930	374	1405
43	4930	374	145
43	4930	374	809
43	4930	374	2239
43	4930	374	2054
43	4930	374	68
43	4930	374	561
43	4930	374	8
43	4930	374	284
43	4930	374	1805
43	4930	374	2309
43	4930	374	413
43	4930	374	2005
43	4930	374	345
43	4930	374	2006
43	4930	374	1193
43	4930	374	1730
43	4930	374	594
43	4930	374	112
43	4930	374	2215
43	4930	374	1019
43	4930	374	1903
43	4930	374	1255
43	4930	374	1317
43	4930	374	1123
43	4930	374	742
43	4930	374	2433
43	4930	374	2067
43	4930	374	186
44	4930	424	1
44	4930	424	1548
44	4930	424	1366
44	4930	424	58
44	4930	424	1547
44	4930	424	2068
44	4930	424	2472
44	4930	424	439
44	4930	424	2009
44	4930	424	567
44	4930	424	1939
44	4930	424	261
44	4930	424	2174
44	4930	424	23
44	4930	424	561
44	4930	424	1901
53	4980	424	58
53	4980	424	778
53	4980	424	32
53	4980	424	2472
53	4980	424	880
53	4980	424	2025
53	4980	424	1817
53	4980	424	2154
53	4980	424	1816
53	4980	424	439
53	4980	424	438
53	4980	424	146
53	4980	424	1
53	4980	424	1438
53	4980	424	1168
53	4980	424	1236
53	4980	424	1491
53	4980	424	7
53	4980	424	1698
53	4980	424	212
53	4980	424	1752
53	4980	424	86
53	4980	424	561
53	4980	424	2075
53	4980	424	2158
53	4980	424	2016
53	4980	424	2094
53	4980	424	217
53	4980	424	1432
53	4980	424	23
53	4980	424	252
53	4980	424	384
53	4980	424	61
53	4980	424	2475
53	4980	424	927
53	4980	424	1550
53	4980	424	249
53	4980	424	2038
53	4980	424	2105
53	4980	424	1303
53	4980	424	2168
53	4980	424	8
53	4980	424	2349
53	4980	424	2435
53	4980	424	2059
53	4980	424	642
53	4980	424	1294
53	4980	424	334
53	4980	424	1361
53	4980	424	1748
54	4980	474	32
54	4980	474	2023
54	4980	474	1492
54	4980	474	217
54	4980	474	1023
54	4980	474	2326
54	4980	474	710
54	4980	474	12
54	4980	474	1838
54	4980	474	1421
54	4980	474	146
54	4980	474	86
54	4980	474	1423
54	4980	474	1424
54	4980	474	1817
54	4980	474	1491
54	4980	474	1416
54	4980	474	58
54	4980	474	878
64	5030	474	12
64	5030	474	764
64	5030	474	1038
64	5030	474	1503
64	5030	474	2411
64	5030	474	2354
64	5030	474	1838
64	5030	474	795
64	5030	474	337
64	5030	474	2421
64	5030	474	1688
64	5030	474	287
64	5030	474	58
64	5030	474	558
64	5030	474	2419
64	5030	474	1973
64	5030	474	1113
64	5030	474	27
64	5030	474	758
64	5030	474	822
64	5030	474	1448
64	5030	474	872
64	5030	474	2034
64	5030	474	756
64	5030	474	307
64	5030	474	1581
64	5030	474	1080
64	5030	474	1197
64	5030	474	252
64	5030	474	170
64	5030	474	612
64	5030	474	2379
64	5030	474	1504
64	5030	474	15
64	5030	474	1766
64	5030	474	735
64	5030	474	280
64	5030	474	883
64	5030	474	1769
64	5030	474	1159
64	5030	474	2100
64	5030	474	2155
64	5030	474	1022
64	5030	474	1787
64	5030	474	1151
64	5030	474	223
64	5030	474	845
64	5030	474	1414
64	5030	474	2046
64	5030	474	294
64	5030	474	1662
64	5030	474	569
66	5030	524	1038
