xmin	xmax	ymin	ymax	showSelected1	row_in_group	na_group
-28.45	-27.55	-0.232426704344755	0	4550,0	1	0
-26.45	-25.55	-1.80077711056164	0	4550,0	3	1
-25.45	-24.55	-3.16072059342988	0	4550,0	4	1
-24.45	-23.55	-1.00459201695514	0	4550,0	5	1
-23.45	-22.55	-0.642175909572589	0	4550,0	6	1
-22.45	-21.55	-3.03708936771459	0	4550,0	7	1
-21.45	-20.55	-1.54150476863299	0	4550,0	8	1
-20.45	-19.55	-0.29388908512893	0	4550,0	9	1
-19.45	-18.55	-1.95761215118333	0	4550,0	10	1
-18.45	-17.55	-1.35005298481102	0	4550,0	11	1
-17.45	-16.55	-1.3910279053338	0	4550,0	12	1
-16.45	-15.55	-0.939597315436242	0	4550,0	13	1
-15.45	-14.55	-0.395619922288944	0	4550,0	14	1
-14.45	-13.55	-0.280466266336983	0	4550,0	15	1
-13.45	-12.55	-1.84740374425998	0	4550,0	16	1
-12.45	-11.55	-0.151183327446132	0	4550,0	17	1
-11.45	-10.55	-0.880960791239845	0	4550,0	18	1
-10.45	-9.55	-2.11939244083363	0	4550,0	19	1
-9.45	-8.55	-3.59660897209467	0	4550,0	20	1
-7.45	-6.55	-1.01095019427764	0	4550,0	22	2
-33.45	-32.55	-0.370893677145885	0	4600,0	46	25
-31.45	-30.55	-0.23172024019781	0	4600,0	48	26
-29.45	-28.55	-1.81561285764747	0	4600,0	50	27
-28.45	-27.55	-1.02437301306959	0	4600,0	51	27
-26.45	-25.55	-0.70293182620982	0	4600,0	53	28
-25.45	-24.55	-6.38149063935005	0	4600,0	54	28
-23.45	-22.55	-2.24726245143059	0	4600,0	56	29
-22.45	-21.55	-0.891557753444013	0	4600,0	57	29
-21.45	-20.55	-1.91663723066054	0	4600,0	58	29
-20.45	-19.55	-1.27304839279407	0	4600,0	59	29
-19.45	-18.55	-0.492405510420346	0	4600,0	60	29
-18.45	-17.55	-2.63581773225009	0	4600,0	61	29
-17.45	-16.55	-0.787001059696221	0	4600,0	62	29
-16.45	-15.55	-0.559519604380078	0	4600,0	63	29
-13.45	-12.55	-0.251501236312257	0	4600,0	66	31
-7.45	-6.55	-0.0918403391027905	0	4600,0	72	36
-5.45	-4.55	-0.743906746732603	0	4600,0	74	37
-4.45	-3.55	-1.14305898975627	0	4600,0	75	37
-3.45	-2.55	-2.45143058989756	0	4600,0	76	37
-2.45	-1.55	-1.15506888025433	0	4600,0	77	37
-0.45	0.45	-0.436594842811727	0	4600,0	79	38
2.55	3.45	-0.982691628399859	0	4600,0	82	40
3.55	4.45	-1.30554574355351	0	4600,0	83	40
4.55	5.45	-1.65453903214412	0	4600,0	84	40
-33.45	-32.55	-0.370893677145885	0	4600,50	97	52
-31.45	-30.55	-0.23172024019781	0	4600,50	99	53
-29.45	-28.55	-1.81561285764747	0	4600,50	101	54
-28.45	-27.55	-1.02437301306959	0	4600,50	102	54
-26.45	-25.55	-0.70293182620982	0	4600,50	104	55
-25.45	-24.55	-6.38149063935005	0	4600,50	105	55
-23.45	-22.55	-2.24726245143059	0	4600,50	107	56
-22.45	-21.55	-0.891557753444013	0	4600,50	108	56
-21.45	-20.55	-1.91663723066054	0	4600,50	109	56
-20.45	-19.55	-1.27304839279407	0	4600,50	110	56
-19.45	-18.55	-0.492405510420346	0	4600,50	111	56
-18.45	-17.55	-2.63581773225009	0	4600,50	112	56
-17.45	-16.55	-0.787001059696221	0	4600,50	113	56
-16.45	-15.55	-0.559519604380078	0	4600,50	114	56
-13.45	-12.55	-0.251501236312257	0	4600,50	117	58
-7.45	-6.55	-0.0918403391027905	0	4600,50	123	63
-5.45	-4.55	-0.743906746732603	0	4600,50	125	64
-4.45	-3.55	-1.14305898975627	0	4600,50	126	64
-3.45	-2.55	-2.45143058989756	0	4600,50	127	64
-2.45	-1.55	-1.15506888025433	0	4600,50	128	64
-0.45	0.45	-0.436594842811727	0	4600,50	130	65
2.55	3.45	-0.982691628399859	0	4600,50	133	67
3.55	4.45	-1.30554574355351	0	4600,50	134	67
4.55	5.45	-1.65453903214412	0	4600,50	135	67
-37.45	-36.55	-1.27870010596962	0	4650,50	143	74
-35.45	-34.55	-2.94595549275874	0	4650,50	145	75
-34.45	-33.55	-3.19604380077711	0	4650,50	146	75
-32.45	-31.55	-0.319321794418933	0	4650,50	148	76
-31.45	-30.55	-0.0452137054044507	0	4650,50	149	76
-26.45	-25.55	-0.904980572235959	0	4650,50	154	80
-23.45	-22.55	-1.09784528435182	0	4650,50	157	82
-22.45	-21.55	-1.26033203814906	0	4650,50	158	82
-20.45	-19.55	-0.605439773931473	0	4650,50	160	83
-8.45	-7.55	-0.159660897209467	0	4650,50	172	94
-4.45	-3.55	-0.26280466266337	0	4650,50	176	97
-3.45	-2.55	-0.593429883433416	0	4650,50	177	97
-37.45	-36.55	-1.27870010596962	0	4650,100	192	111
-35.45	-34.55	-2.94595549275874	0	4650,100	194	112
-34.45	-33.55	-3.19604380077711	0	4650,100	195	112
-32.45	-31.55	-0.319321794418933	0	4650,100	197	113
-31.45	-30.55	-0.0452137054044507	0	4650,100	198	113
-26.45	-25.55	-0.904980572235959	0	4650,100	203	117
-23.45	-22.55	-1.09784528435182	0	4650,100	206	119
-22.45	-21.55	-1.26033203814906	0	4650,100	207	119
-20.45	-19.55	-0.605439773931473	0	4650,100	209	120
-8.45	-7.55	-0.159660897209467	0	4650,100	221	131
-4.45	-3.55	-0.26280466266337	0	4650,100	225	134
-3.45	-2.55	-0.593429883433416	0	4650,100	226	134
-43.45	-42.55	-2.78629459554928	0	4700,100	236	143
-42.45	-41.55	-1.91522430236665	0	4700,100	237	143
-41.45	-40.55	-3.28505828329212	0	4700,100	238	143
-40.45	-39.55	-1.32391381137407	0	4700,100	239	143
-39.45	-38.55	-1.06181561285765	0	4700,100	240	143
-38.45	-37.55	-3.37972447898269	0	4700,100	241	143
-37.45	-36.55	-0.0452137054044507	0	4700,100	242	143
-36.45	-35.55	-3.63970328505828	0	4700,100	243	143
-35.45	-34.55	-2.73684210526316	0	4700,100	244	143
-33.45	-32.55	-1.54362416107383	0	4700,100	246	144
-31.45	-30.55	-0.389968209113388	0	4700,100	248	145
-30.45	-29.55	-0.592723419286471	0	4700,100	249	145
-12.45	-11.55	-0.105263157894737	0	4700,100	266	161
-9.45	-8.55	-0.319321794418933	0	4700,100	269	163
-6.45	-5.55	-0.185800070646415	0	4700,100	272	165
-4.45	-3.55	-0.0883080183680678	0	4700,100	274	166
-0.45	0.45	-0.0649947015188979	0	4700,100	278	169
3.55	4.45	-1.02649240551042	0	4700,100	282	172
4.55	5.45	-1.51748498763688	0	4700,100	283	172
-43.45	-42.55	-2.78629459554928	0	4700,150	286	174
-42.45	-41.55	-1.91522430236665	0	4700,150	287	174
-41.45	-40.55	-3.28505828329212	0	4700,150	288	174
-40.45	-39.55	-1.32391381137407	0	4700,150	289	174
-39.45	-38.55	-1.06181561285765	0	4700,150	290	174
-38.45	-37.55	-3.37972447898269	0	4700,150	291	174
-37.45	-36.55	-0.0452137054044507	0	4700,150	292	174
-36.45	-35.55	-3.63970328505828	0	4700,150	293	174
-35.45	-34.55	-2.73684210526316	0	4700,150	294	174
-33.45	-32.55	-1.54362416107383	0	4700,150	296	175
-31.45	-30.55	-0.389968209113388	0	4700,150	298	176
-30.45	-29.55	-0.592723419286471	0	4700,150	299	176
-12.45	-11.55	-0.105263157894737	0	4700,150	316	192
-9.45	-8.55	-0.319321794418933	0	4700,150	319	194
-6.45	-5.55	-0.185800070646415	0	4700,150	322	196
-4.45	-3.55	-0.0883080183680678	0	4700,150	324	197
-0.45	0.45	-0.0649947015188979	0	4700,150	328	200
3.55	4.45	-1.02649240551042	0	4700,150	332	203
4.55	5.45	-1.51748498763688	0	4700,150	333	203
-44.45	-43.55	-0.0621688449311198	0	4750,150	334	203
-43.45	-42.55	-1.36276933945602	0	4750,150	335	203
-29.45	-28.55	-0.440833627693395	0	4750,150	346	213
-7.45	-6.55	-3.09996467679265	0	4750,150	359	225
-6.45	-5.55	-2.44154009184034	0	4750,150	360	225
-5.45	-4.55	-7.19251148004239	0	4750,150	361	225
-4.45	-3.55	-1.52949487813493	0	4750,150	362	225
-2.45	-1.55	-2.75450370893677	0	4750,150	364	226
-1.45	-0.55	-2.71918050158954	0	4750,150	365	226
-0.45	0.45	-0.319321794418933	0	4750,150	366	226
-44.45	-43.55	-0.0621688449311198	0	4750,200	371	230
-43.45	-42.55	-1.36276933945602	0	4750,200	372	230
-29.45	-28.55	-0.440833627693395	0	4750,200	383	240
-7.45	-6.55	-3.09996467679265	0	4750,200	396	252
-6.45	-5.55	-2.44154009184034	0	4750,200	397	252
-5.45	-4.55	-7.19251148004239	0	4750,200	398	252
-4.45	-3.55	-1.52949487813493	0	4750,200	399	252
-2.45	-1.55	-2.75450370893677	0	4750,200	401	253
-1.45	-0.55	-2.71918050158954	0	4750,200	402	253
-0.45	0.45	-0.319321794418933	0	4750,200	403	253
-43.45	-42.55	-0.325679971741434	0	4800,200	410	259
-41.45	-40.55	-0.269869304132815	0	4800,200	412	260
-39.45	-38.55	-1.16213352172377	0	4800,200	414	261
-38.45	-37.55	-0.170964323560579	0	4800,200	415	261
-37.45	-36.55	-2.16460614623808	0	4800,200	416	261
-36.45	-35.55	-0.125044154009184	0	4800,200	417	261
-31.45	-30.55	-0.223242670434475	0	4800,200	422	265
-20.45	-19.55	-0.127870010596962	0	4800,200	433	275
-19.45	-18.55	-0.248675379724479	0	4800,200	434	275
-17.45	-16.55	-0.844224655598728	0	4800,200	436	276
-16.45	-15.55	-1.80360296714942	0	4800,200	437	276
