fill	x	y	xmin	xmax	ymin	ymax
#131313	0	0	-0.125	0.125	-2.5	2.5
#161616	-0.5	0	-0.625	-0.375	-2.5	2.5
#808080	-1	5	-1.125	-0.875	2.5	7.5
#151515	0.5	0	0.375	0.625	-2.5	2.5
#000000	0.25	0	0.125	0.375	-2.5	2.5
#777777	0.75	5	0.625	0.875	2.5	7.5
#191919	0.75	0	0.625	0.875	-2.5	2.5
#191919	1	0	0.875	1.125	-2.5	2.5
#0E0E0E	-0.25	0	-0.375	-0.125	-2.5	2.5
#2F2F2F	1.25	0	1.125	1.375	-2.5	2.5
#292929	1.5	0	1.375	1.625	-2.5	2.5
#161616	-0.75	0	-0.875	-0.625	-2.5	2.5
#8A8A8A	2	5	1.875	2.125	2.5	7.5
#252525	-1.25	0	-1.375	-1.125	-2.5	2.5
#252525	-1	0	-1.125	-0.875	-2.5	2.5
#202020	-1.75	0	-1.875	-1.625	-2.5	2.5
#373737	1.75	0	1.625	1.875	-2.5	2.5
#3E3E3E	-3	0	-3.125	-2.875	-2.5	2.5
#212121	2	0	1.875	2.125	-2.5	2.5
#4D4D4D	-2	0	-2.125	-1.875	-2.5	2.5
#323232	-1.5	0	-1.625	-1.375	-2.5	2.5
#4E4E4E	-3.5	0	-3.625	-3.375	-2.5	2.5
#313131	2.75	0	2.625	2.875	-2.5	2.5
#303030	-2.5	0	-2.625	-2.375	-2.5	2.5
#979797	4.5	5	4.375	4.625	2.5	7.5
#A4A4A4	-3.25	5	-3.375	-3.125	2.5	7.5
#545454	2.25	0	2.125	2.375	-2.5	2.5
#5E5E5E	4	0	3.875	4.125	-2.5	2.5
#7D7D7D	-4.25	0	-4.375	-4.125	-2.5	2.5
#9F9F9F	-4.75	5	-4.875	-4.625	2.5	7.5
#8F8F8F	2.25	5	2.125	2.375	2.5	7.5
#696969	4.25	0	4.125	4.375	-2.5	2.5
#525252	3.5	0	3.375	3.625	-2.5	2.5
#404040	3.25	0	3.125	3.375	-2.5	2.5
#818181	-0.5	5	-0.625	-0.375	2.5	7.5
#7F7F7F	0.5	5	0.375	0.625	2.5	7.5
#858585	1.25	5	1.125	1.375	2.5	7.5
#909090	-1.75	5	-1.875	-1.625	2.5	7.5
#626262	2.5	0	2.375	2.625	-2.5	2.5
#6B6B6B	-4	0	-4.125	-3.875	-2.5	2.5
#595959	-2.25	0	-2.375	-2.125	-2.5	2.5
#8C8C8C	-4.5	0	-4.625	-4.375	-2.5	2.5
#7D7D7D	3.75	0	3.625	3.875	-2.5	2.5
#AEAEAE	0.25	5	0.125	0.375	2.5	7.5
#8C8C8C	-1.5	5	-1.625	-1.375	2.5	7.5
#7E7E7E	3	0	2.875	3.125	-2.5	2.5
#717171	-2.75	0	-2.875	-2.625	-2.5	2.5
#8B8B8B	1.5	5	1.375	1.625	2.5	7.5
#5C5C5C	-3.75	0	-3.875	-3.625	-2.5	2.5
#7E7E7E	-0.75	5	-0.875	-0.625	2.5	7.5
#929292	-2.25	5	-2.375	-2.125	2.5	7.5
#838383	-1.25	5	-1.375	-1.125	2.5	7.5
#8F8F8F	-2	5	-2.125	-1.875	2.5	7.5
#ABABAB	-2.75	5	-2.875	-2.625	2.5	7.5
#B2B2B2	-1.25	10	-1.375	-1.125	7.5	12.5
#8B8B8B	1.75	5	1.625	1.875	2.5	7.5
#B0B0B0	-0.75	10	-0.875	-0.625	7.5	12.5
#D3D3D3	-1.25	15	-1.375	-1.125	12.5	17.5
#B3B3B3	0.75	10	0.625	0.875	7.5	12.5
#9B9B9B	2.75	5	2.625	2.875	2.5	7.5
#A6A6A6	4.75	5	4.625	4.875	2.5	7.5
#9C9C9C	-4.5	5	-4.625	-4.375	2.5	7.5
#7F7F7F	1	5	0.875	1.125	2.5	7.5
#EEEEEE	-4	5	-4.125	-3.875	2.5	7.5
#B8B8B8	4.5	0	4.375	4.625	-2.5	2.5
#A2A2A2	-2.5	5	-2.625	-2.375	2.5	7.5
#9F9F9F	3.25	5	3.125	3.375	2.5	7.5
#B8B8B8	3.5	5	3.375	3.625	2.5	7.5
#C1C1C1	-1.5	10	-1.625	-1.375	7.5	12.5
#DDDDDD	-1.75	15	-1.875	-1.625	12.5	17.5
#CCCCCC	5	5	4.875	5.125	2.5	7.5
#C1C1C1	-5	5	-5.125	-4.875	2.5	7.5
#BCBCBC	-1	10	-1.125	-0.875	7.5	12.5
#E4E4E4	-1.75	20	-1.875	-1.625	17.5	22.5
#A6A6A6	2.5	5	2.375	2.625	2.5	7.5
#B3B3B3	-0.25	5	-0.375	-0.125	2.5	7.5
#C9C9C9	-3.5	5	-3.625	-3.375	2.5	7.5
#CFCFCF	-5.25	5	-5.375	-5.125	2.5	7.5
#B5B5B5	1.25	10	1.125	1.375	7.5	12.5
#DDDDDD	3	5	2.875	3.125	2.5	7.5
#CFCFCF	1.5	10	1.375	1.625	7.5	12.5
#C9C9C9	1.75	10	1.625	1.875	7.5	12.5
#AAAAAA	1	10	0.875	1.125	7.5	12.5
#EEEEEE	2	15	1.875	2.125	12.5	17.5
#D7D7D7	1.25	15	1.125	1.375	12.5	17.5
